PageCommentNumber,date,author,text
39,2004-04-23T16:49:31+00:00,lemko,"..that crap is all aftermarket. When I bought my Seville STS two years ago, none of the salesmen tried to push any of that self-destructive add-on garbage nor was it displayed anywhere in the dealership."
40,2004-04-23T16:53:00+00:00,vikd,"...thank you for easing my mind...!

And this on a brand new CTS of all Caddy's, unbelievable...!?

This is right on par with the blasphemy I was witnessed to last spring when I saw a brand new 911 Turbo S with ghost flames on the sides...!!!

Regards... Vikd"
41,2004-04-23T16:56:43+00:00,wimsey1,"any guesses on what he did to his resale value?
;-D Wow, gottahurt!"
42,2004-04-23T17:00:15+00:00,lemko,"...don't care what you do to your car once you drive it off the lot. I've seen a lot of unlikely cars subjected to this degradation including a new Lexus LS430, Nissan Maxima, and a Volvo.

If anybody caught the Sopranos on Sunday, Frank Vincent was driving a red 1998-2003 Lincoln Town Car with a fake ""continental kit."" Tony was chasing him with the Escalade causing Frank to crash his ride into the back of a Boar's Head meat truck."
43,2004-04-23T17:03:02+00:00,vikd,"...and the driver did not appear to be the stereotypical person you would assume would do that kind of trash...oh well, just goes to show that stereotypes can be useless counterproductive...

Regards... Vikd"
44,2004-04-23T17:05:01+00:00,lemko,"...has a show called ""Pimp My Ride."" I saw them try it with some girl's shabby-looking 1976 DeVille. Oh the humanity!"
45,2004-04-23T17:10:45+00:00,vikd,"...I've seen it. The '67 (or mightve been '69) Mustang they did was actually not bad. Was obvioulsy not restored to original but no too over-the-top either. Perfect for the 20 yr old girl who owned it...!

Regards... Vikd"
46,2004-04-24T02:32:05+00:00,player4,"The 2004 Buick Rainier, and the 2004 Volkswagen Toureg. Have any of you seen the 2004 Mercedes-Benz E55 AMG around? I have it was like 2 months ago it was dark blue that car was beautiful i was on my way home and i was about to make the turn to get to my house and i saw the E55 i flolowed the car and it was BEAUTIFUL OMG!!!! Those dual exaust pipes on each side looked awesome and the whole car itself was tremendously nice. I love the 04 E55 AMG!!"
47,2004-04-24T06:27:03+00:00,a_l_hubcaps,"Here are the people responsible for the landau roofs and gold grilles and stuff on Caddys:

http://www.voguetyre.com

I actually kinda like the way their wire wheels look! But they are junk, though. In the '80s, they had problems with the wheels coming apart at high speeds.

-Andrew L"
48,2004-04-24T07:27:54+00:00,wimsey1,"First Chrysler 300 on the street today.
I think if the grill/headlight/bumper area wasn't such a mess I would be OK with that car."
49,2004-04-25T02:08:27+00:00,bksward,"I see lots of stuff.

I've seen the new E55 AMG, nice looker. As are the new SLs that are all over the place.

The new CLKs as well... a 4-5 year old 2004 CLK320 is more likely to be within my price range the next time I'm out to buy a car... :-)

Actually, I'm looking forward to seeing the new SLK when it hits stores..."
0,2004-04-27T00:17:15+00:00,ghulet,"Last night I saw my first 'on the street' Scion, a burgandy xB just like the one at the Chicago Auto Show, on North Halsted just south of Addison. I've also seen a surprising number of Chevrolet Aveos, both three door and sedan."
1,2004-04-28T16:15:18+00:00,andys120,"I swung by the local Chrysler store to have a look at the 300s. They are good-looking, even the base model has a nice stance on the road.

The car doesn't look as massive in person as in photos nor does the grille seem so large.

The car has clean lines so it should wear well even after there are millions on the road. The squashed roof might look gimmicky after time though.

The interior was a very good effort let down mostly by the fact that the leather (300C) didn't have a pleasing smell, though it looked very nice.

I was mildly disappointed by the ""Tortise-Shell"" accents on the wheel and gearshift. They were opaque and looked like plood rather than translucent which would be a classy update on the translucent plastic often used in 50s and 60s designs.

I liked the ""Cool Vanilla"" color on one of the 300Cs, a cream white alternative to the metallic colors so common now."
2,2004-04-28T16:40:31+00:00,wale_bate1,"So Vanilla has no flake at all? Now that's cool. I saw it on the Dodge Magnum site, and I like the pics. The local Chrysler shop has silver only just now.

Now there's a trend I'd dearly love to see: non-flake colors. Just give me a yard-deep red or green or cream and keep the flake for the pimpers!

Not that I have an opinion or anything..."
3,2004-04-28T17:10:49+00:00,lemko,...in the lot at work today.
4,2004-04-28T17:35:36+00:00,badgerfan,"After seeing very few of either of these for the longest time and only briefly at that, I saw both on the freeway going same direction as me yesterday(only slower). I can't say much good about the sedan styling, but oddly, the Maxx struck me as better looking than the sedan.

Can't really swallow the styling much on either, though. Hard to believe GM couldn't do better than this. Chevy's broad chrome strip just looks like a styling edict forced on the designers from on high in the Chevy management ranks, and how it actually looks in execution be d***ed."
5,2004-04-28T17:53:03+00:00,andre1969,"about those non-metallic colors in the past is that they were much, much more resistant to fading and ""crows-footing"", ""spider-webbing"", or whatever you want to call it than the metallic colors were, although with newer cars and improved paints, this might be pretty much a non-issue."
6,2004-04-29T14:36:52+00:00,vikd,"...saw a Merc SLR and both versions of the Scion during lunch in La Jolla.

That SLR was awesome! Not that it makes much difference I guess, but a woman was behind the wheel...

Regards... Vikd"
7,2004-04-29T14:57:00+00:00,lemko,"...Chrysler 300 while stopped at a light this morning. It was white and appeared to be the ""regular"" 300. The taillights on this car remind me of those on the 1989 Chrysler New Yorker."
8,2004-04-29T15:03:08+00:00,vikd,"...saw the same thing in the Torrey Pines parking lot; the first base 300 i've seen. The local Chry shops have up til now only had either Limited's or C's.

Regards... Vikd"
9,2004-04-29T15:43:19+00:00,andre1969,"I drove up to PA on Saturday and met with Grbeck, and we went to the Spring Carlisle swap meet. I saw 10 300's on the road going up there! And then we saw one at a car dealer, a white one with the 3.5, but I forget if it was a Limited or a Touring.

Okay, I gotta come clean. Those 10 300's I saw? They were on a an auto carrier heading southbound, so I guess that doesn't really count! ;-)

The first 300 I ever saw actually WAS a base model. Three Saturdays ago, I was out with a buddy of mine. He needed to get a new headlight assembly for his '95 Grand Marquis, and while we were out we stopped at a Chrysler dealer to see if they had any 300's. They had a silver base model that stickered for $24,995. While we were there though, the C came back from a test drive. Nice, pretty $35K Magnesium model. Me want!!"
10,2004-04-29T15:58:15+00:00,andys120,"I doubt you'd have any trouble fitting into it.

Here's a little irony about the Cool Vanilla..
White was a popular color for the original C-300,
300B/C/D (only available in black white or Red IIRC). Most 1950s cars that were white were really off-white or cream colored but the early 300s were a pure Snow white and stood out because of it.

The irony is that Snow white has become nearly ubiquitous for white autos, so the new 300s go to an off-white and stand out because of it."
11,2004-04-29T17:19:07+00:00,kenjabi,"Last weekend, I saw a new BMW 5-Series AND a new 6-Series on the streets, both in black, for the first time. I didn't get a very long look at either, but the first impression was pretty good, definitely better than the 7-series.

Also saw a yellow SSR--again, first time I've seen that model, but it was too far away to really form an opinion. But it stood out, even from afar."
12,2004-04-29T17:43:25+00:00,andre1969,"I didn't do a test drive, but at least got to do a test-sit on the 300, and it fit me just fine! I actually had my worries about this car, because going just however they measure it, it somehow comes up less than the Intrepid. The Intrepid is rated at 42.2"", and I think the 300 is rated at 41.8"".

Now most people would say hey, that's not even a half-inch. However, my Intrepid is barely adequate for me! On longer trips, I end up driving barefoot, so that I can stretch out my legs a bit further. So naturally, I was worried about a car that actually had less! BTW, IIRC a Camry also has about 41.8"" of legroom up front, and I find them to be a bit cramped for legroom.

Anyway, all those fears went away when I sat in the car, and put the seat so far back that I couldn't even comfortably reach the steering wheel! It does have the tilt-telescope feature standard, but honestly on the cheap models it's a clunky, awkward thing that feels easy to break.

IMO, the interior does show a few signs of cost cutting, but that's pretty much par for the course nowadays, so it's nothing I'd single out the 300 in particular for. Still, I'd rate it a bit below my Intrepid. Mainly for little things, like the cheap looking carpeting, the cloth on the seats that looks something you'd use on indoor/outdoor furniture, and the sparse-looking door panels. Call me old fashioned, but I like to see some carpeting, and fabric that matches the seats! Enough with this stuff that you actually have to push against with all your might, just to see if it's soft-touch or hard!"
